Food_Item,Category,Calories,Protein_g,Fat_g,Carbs_g,Fiber_g,Vitamin_A_mcg,Vitamin_C_mg,Vitamin_D_IU,Vitamin_B12_mcg,Iron_mg,Calcium_mg,Zinc_mg,Folate_mcg,Magnesium_mg,Tags,Allergens,Health_Benefits
Fish (Rohu) (81g),Seafood,202.4,5.4,0.6,26.7,7.7,118.6,77.9,316.2,1.8,6.5,97.6,1.3,11.5,37.9,Low-Fat,Gluten,Heart Healthy
Bottle Gourd (109g),Vegetable,433.5,9.6,6.2,8.7,11.5,197.0,13.1,256.0,0.24,3.8,111.7,4.6,355.4,131.5,Vegan,Soy,Improves Digestion
Mutton (112g),Meat,339.9,1.5,29.4,51.0,1.0,265.8,27.9,202.7,0.03,1.1,225.9,2.9,28.7,78.9,Diabetic-Friendly,Gluten,Boosts Immunity
Beetroot (105g),Vegetable,213.7,15.5,10.5,20.3,4.5,641.2,52.7,353.4,1.82,4.4,159.1,3.4,221.5,113.6,Diabetic-Friendly,None,Supports Bone Health
Fish (Pomfret) (101g),Seafood,403.2,11.3,21.7,16.8,1.9,732.1,8.4,153.6,0.95,0.5,97.8,4.8,81.8,87.5,Low-Fat,Dairy,Heart Healthy
Tofu (116g),Soy Product,168.0,22.9,0.1,4.9,10.3,213.1,43.4,26.4,1.12,9.8,278.2,2.5,36.6,71.6,High-Protein,Soy,Improves Digestion
Sweet Potato (96g),Root,354.7,13.9,27.0,44.8,7.7,261.9,14.0,272.8,1.72,5.2,90.9,3.0,359.2,37.8,Vegan,Nuts,Heart Healthy
Almonds (101g),Nut,565.2,7.9,29.2,59.5,0.8,473.8,72.2,103.1,1.98,5.6,254.9,1.2,382.7,72.3,Vegetarian,None,Energy Boost
Green Peas (103g),Legume,259.3,10.3,17.0,18.6,3.1,498.8,85.4,265.2,1.86,9.3,26.5,2.1,175.7,65.1,Vegan,Gluten,Improves Digestion
Tomato (99g),Vegetable,156.7,22.0,14.8,57.5,7.1,324.8,76.5,114.6,1.47,1.7,56.2,1.7,153.9,17.0,Vegan,None,Boosts Immunity
Cauliflower (114g),Vegetable,268.6,22.5,28.0,47.8,8.4,122.4,4.6,188.5,0.08,3.0,254.6,3.4,367.6,106.5,Diabetic-Friendly,None,Boosts Immunity
Mango (99g),Fruit,211.5,1.5,17.5,59.3,7.4,657.3,17.3,68.0,0.94,9.9,41.2,3.0,248.1,81.3,Diabetic-Friendly,Gluten,Supports Bone Health
White Rice (109g),Grain,371.6,6.9,19.3,42.3,1.3,485.6,62.0,12.8,2.05,6.7,211.5,4.1,146.7,78.8,High-Protein,Nuts,Heart Healthy
Paneer (99g),Dairy,406.4,5.7,13.9,42.5,0.6,47.9,78.8,59.1,2.4,1.3,219.6,1.5,136.4,51.4,Vegetarian,Nuts,Heart Healthy
Bitter Gourd (87g),Vegetable,559.3,16.9,20.2,44.0,3.8,567.6,80.6,262.5,0.87,4.0,110.1,0.3,337.2,121.5,Low-Fat,Dairy,Heart Healthy
Cucumber (105g),Vegetable,474.6,21.6,13.5,49.1,9.0,566.2,59.3,383.2,1.8,8.7,63.3,4.4,69.9,41.3,Vegan,Nuts,Improves Digestion
Cauliflower (82g),Vegetable,532.8,6.4,18.2,57.5,10.9,576.9,37.6,308.3,1.52,7.1,242.1,1.9,6.1,75.0,Diabetic-Friendly,Dairy,Supports Bone Health
Cauliflower (101g),Vegetable,414.6,21.5,22.3,17.1,4.8,423.5,53.1,370.6,0.47,7.7,222.1,0.3,385.8,90.7,High-Protein,Soy,Heart Healthy
Chickpeas (98g),Legume,212.9,10.5,18.8,47.7,5.8,702.7,83.6,365.6,1.46,2.4,101.4,3.0,182.5,48.5,Vegan,Dairy,Energy Boost
Curd (105g),Dairy,173.9,13.5,1.3,57.2,5.5,318.2,38.7,383.5,1.93,2.8,246.2,2.8,169.6,77.8,High-Protein,Soy,Boosts Immunity
Potato (117g),Root,143.8,16.7,8.7,7.8,3.0,791.4,50.5,131.4,1.31,2.1,208.7,0.5,260.5,142.3,Vegan,None,Supports Bone Health
Curd (90g),Dairy,401.3,17.0,12.5,54.5,2.6,132.0,8.8,372.7,0.74,5.5,169.1,0.4,393.2,131.6,Vegan,Dairy,Boosts Immunity
Almonds (91g),Nut,85.8,11.6,3.7,46.2,9.4,372.8,11.0,267.2,0.67,0.9,238.8,1.8,158.2,32.4,High-Protein,None,Energy Boost
Chapati (Whole Wheat) (84g),Grain,114.1,8.9,15.7,41.7,2.5,792.9,68.2,140.6,0.82,4.0,229.5,0.6,207.4,122.7,Vegetarian,Dairy,Supports Bone Health
Pineapple (120g),Fruit,300.4,14.9,21.0,58.6,9.0,667.8,84.0,312.3,1.34,4.6,103.4,1.9,360.5,10.3,Vegetarian,None,Energy Boost
Mutton (81g),Meat,592.8,23.4,19.5,25.5,10.1,775.7,77.6,34.1,2.02,6.0,172.8,0.7,58.6,76.7,Diabetic-Friendly,Gluten,Boosts Immunity
Pineapple (82g),Fruit,476.0,16.1,7.5,32.7,5.2,32.1,9.6,375.6,1.6,10.0,211.8,4.1,399.7,45.7,Low-Fat,None,Energy Boost
Fish (Rohu) (84g),Seafood,309.0,18.6,12.3,2.5,3.6,148.6,8.4,55.0,1.26,6.0,39.0,0.7,390.0,116.4,High-Protein,None,Supports Bone Health
Mushroom (93g),Fungus,357.7,2.4,1.6,19.4,9.2,604.1,82.2,31.9,1.71,9.4,262.4,2.8,363.0,100.4,Vegan,Nuts,Boosts Immunity
Groundnuts (106g),Nut,73.9,8.7,22.3,9.1,1.3,755.8,0.4,356.6,0.1,8.1,127.7,0.6,67.7,141.3,Vegetarian,None,Improves Digestion
Mango (91g),Fruit,396.1,14.4,26.0,38.2,0.4,175.5,63.7,67.7,2.3,8.7,157.8,4.9,7.1,80.8,High-Protein,Soy,Supports Bone Health
Potato (115g),Root,158.0,11.0,18.4,23.9,9.9,234.9,12.3,389.5,0.99,5.8,88.1,3.1,356.4,107.5,High-Protein,Soy,Heart Healthy
Spinach (87g),Vegetable,255.2,5.2,7.7,8.6,2.4,513.0,10.8,268.4,0.32,0.5,299.5,3.7,293.8,104.2,Vegetarian,Dairy,Improves Digestion
Tomato (116g),Vegetable,21.6,5.7,3.4,42.1,5.1,273.7,40.2,58.8,1.56,1.3,116.9,4.9,154.6,80.2,High-Protein,Nuts,Supports Bone Health
Watermelon (89g),Fruit,139.9,9.2,26.1,51.6,8.0,392.4,85.4,175.0,0.61,4.4,56.0,3.9,334.3,113.5,Diabetic-Friendly,Gluten,Supports Bone Health
Bitter Gourd (87g),Vegetable,531.2,3.9,8.5,26.1,0.4,628.8,47.7,234.6,0.83,6.5,140.3,3.5,113.9,74.1,Low-Fat,Gluten,Supports Bone Health
Sweet Potato (94g),Root,274.1,3.8,23.5,39.1,4.7,789.2,49.7,256.8,0.35,2.7,117.5,1.3,44.0,130.0,Diabetic-Friendly,Gluten,Heart Healthy
Lentils (Toor Dal) (84g),Legume,349.0,22.2,7.3,17.7,9.8,606.4,60.2,222.4,1.47,8.0,163.7,1.0,201.3,81.6,Vegetarian,None,Improves Digestion
Tofu (106g),Soy Product,349.4,0.5,5.9,7.4,3.8,611.6,22.6,321.8,1.41,6.3,204.3,4.8,228.3,56.7,Low-Fat,Nuts,Energy Boost
Apple (95g),Fruit,208.3,21.5,10.8,45.8,6.5,395.0,38.8,225.0,1.66,1.1,269.8,1.2,347.3,34.7,Low-Fat,Soy,Boosts Immunity
Cabbage (115g),Vegetable,275.9,3.8,22.2,13.9,1.3,205.9,82.6,163.7,2.38,6.5,268.0,4.5,41.9,138.9,Diabetic-Friendly,None,Boosts Immunity
Curd (118g),Dairy,331.4,15.9,22.9,3.6,8.3,433.3,59.2,278.3,0.02,8.4,246.9,1.2,167.7,53.0,Vegan,Soy,Energy Boost
Milk (Cow) (116g),Dairy,181.0,11.0,10.5,22.1,5.5,557.1,2.4,39.0,1.51,0.3,89.8,0.9,67.0,111.9,Vegetarian,Dairy,Supports Bone Health
Apple (88g),Fruit,191.1,2.0,13.5,37.5,0.6,580.9,65.2,146.7,1.82,7.6,252.1,2.2,276.7,125.9,Vegetarian,Nuts,Heart Healthy
Spinach (90g),Vegetable,237.2,13.6,20.6,53.7,1.5,611.8,19.1,61.5,0.26,2.4,245.7,1.4,210.5,85.5,Diabetic-Friendly,Soy,Energy Boost
Chicken Breast (108g),Meat,111.3,24.9,16.0,34.5,11.5,340.5,55.0,317.9,0.67,2.7,72.1,3.7,309.9,7.9,Low-Fat,Gluten,Heart Healthy
Soybeans (109g),Legume,557.8,21.9,3.5,42.0,10.8,184.6,63.0,379.8,0.27,4.8,273.7,2.9,296.4,24.6,Diabetic-Friendly,Dairy,Energy Boost
Milk (Cow) (88g),Dairy,159.5,1.7,25.8,33.1,1.1,431.7,7.5,210.0,0.22,2.7,169.2,4.2,22.4,76.1,Vegetarian,Dairy,Supports Bone Health
Watermelon (85g),Fruit,320.4,15.8,2.2,43.5,6.7,590.5,29.0,65.9,0.66,8.5,18.7,3.9,313.1,117.4,Vegan,None,Boosts Immunity
Egg (90g),Protein,459.4,20.3,17.6,5.9,2.4,762.5,8.8,313.5,1.29,3.8,238.4,3.8,243.9,109.3,High-Protein,Gluten,Heart Healthy
Tomato (112g),Vegetable,394.5,18.9,7.9,6.0,9.8,480.7,51.9,190.7,1.18,9.1,32.2,1.0,306.5,77.7,Vegan,Gluten,Heart Healthy
Sweet Potato (82g),Root,314.1,11.9,1.4,3.9,8.0,708.7,34.0,254.7,0.21,7.3,89.8,0.8,154.2,22.8,Low-Fat,Dairy,Improves Digestion
Green Peas (94g),Legume,594.6,9.6,1.6,19.3,2.2,461.9,65.7,221.0,0.09,4.8,128.0,1.3,242.8,94.1,Low-Fat,Soy,Improves Digestion
Lentils (Toor Dal) (119g),Legume,471.6,23.9,25.7,32.0,1.7,49.5,72.2,371.3,2.08,2.6,163.3,4.5,366.5,112.1,High-Protein,Gluten,Supports Bone Health
Tofu (110g),Soy Product,309.1,23.3,15.5,23.3,9.2,423.1,5.8,107.1,0.37,0.7,212.0,3.1,121.6,29.8,Diabetic-Friendly,Gluten,Heart Healthy
Groundnuts (90g),Nut,32.0,22.0,22.7,8.7,8.7,676.2,38.8,41.6,2.31,2.6,144.0,0.3,159.1,142.1,Low-Fat,Dairy,Improves Digestion
Fish (Rohu) (98g),Seafood,522.4,1.5,12.2,14.5,8.2,272.6,61.5,117.5,2.3,9.1,16.7,0.5,154.0,64.6,High-Protein,Gluten,Energy Boost
Mushroom (113g),Fungus,313.0,23.0,23.2,44.1,4.5,445.3,45.1,71.4,2.36,3.4,292.0,2.4,333.5,13.9,High-Protein,None,Improves Digestion
Watermelon (83g),Fruit,596.0,7.6,6.2,13.8,11.6,659.3,17.5,210.5,1.41,8.8,45.4,3.7,323.6,121.9,Vegan,None,Energy Boost
Cucumber (113g),Vegetable,290.5,22.0,3.8,3.9,11.7,193.6,8.2,271.5,1.18,1.4,196.8,5.0,20.5,64.0,Vegan,None,Boosts Immunity
Pineapple (112g),Fruit,308.1,24.1,29.7,6.6,11.5,686.8,70.1,288.1,1.26,0.2,274.3,1.1,15.5,122.5,Diabetic-Friendly,None,Improves Digestion
Bitter Gourd (87g),Vegetable,338.8,21.0,15.8,1.8,8.3,267.7,57.3,198.9,1.75,8.2,182.9,4.8,363.6,137.9,Diabetic-Friendly,Dairy,Heart Healthy
Fish (Rohu) (119g),Seafood,479.4,3.8,1.8,19.4,1.0,99.4,47.3,308.7,0.69,5.4,75.5,2.0,193.6,126.5,Diabetic-Friendly,Dairy,Heart Healthy
Apple (90g),Fruit,492.7,4.4,6.5,36.5,1.9,192.9,24.8,135.1,0.18,2.6,20.6,3.8,293.6,23.9,Diabetic-Friendly,Nuts,Boosts Immunity
Fish (Rohu) (120g),Seafood,32.3,19.9,7.2,56.2,5.3,773.1,66.9,207.7,0.23,7.5,133.7,4.2,375.8,141.9,Vegan,Soy,Supports Bone Health
Fish (Rohu) (104g),Seafood,250.7,15.4,24.6,46.0,4.8,548.2,6.5,376.1,0.51,9.5,232.6,1.3,139.5,12.5,Low-Fat,Soy,Energy Boost
Banana (107g),Fruit,351.8,12.4,25.4,26.0,6.8,722.0,55.9,393.6,2.0,3.0,289.3,0.7,125.1,85.4,Diabetic-Friendly,Nuts,Supports Bone Health
Chicken Breast (99g),Meat,157.7,21.6,27.4,44.5,6.4,326.6,19.1,258.1,1.47,1.3,39.7,1.9,278.0,7.6,Vegan,Soy,Improves Digestion
Mushroom (117g),Fungus,430.4,20.2,8.6,11.7,0.4,796.3,89.3,233.2,0.4,7.6,214.8,3.2,252.3,116.2,Diabetic-Friendly,Nuts,Improves Digestion
Tofu (118g),Soy Product,460.5,18.8,20.3,45.9,10.3,72.6,47.0,58.1,1.88,5.8,194.7,2.9,63.0,87.0,High-Protein,None,Energy Boost
Groundnuts (116g),Nut,378.9,24.4,5.9,11.3,2.4,148.8,70.2,327.7,0.71,1.5,291.0,2.1,226.1,140.9,Low-Fat,Soy,Boosts Immunity
Tofu (110g),Soy Product,109.9,16.2,13.8,25.6,10.7,513.9,15.7,86.4,1.35,9.9,76.2,3.1,133.7,101.1,High-Protein,Dairy,Energy Boost
Carrot (115g),Vegetable,459.1,21.0,29.4,49.9,10.8,768.1,79.9,47.1,0.34,7.0,186.9,1.8,222.0,128.1,Vegetarian,Nuts,Energy Boost
Mutton (114g),Meat,412.4,11.1,8.1,47.2,4.7,303.3,36.6,29.1,1.99,0.2,149.8,2.2,270.4,104.4,Vegetarian,Dairy,Energy Boost
Egg (116g),Protein,215.4,23.1,3.7,50.8,9.4,319.5,13.4,235.0,1.86,8.5,88.9,4.5,342.6,125.7,Vegetarian,Nuts,Supports Bone Health
Spinach (80g),Vegetable,407.3,13.1,18.1,54.5,4.8,798.8,10.5,391.9,0.93,2.1,33.6,1.0,246.7,124.4,Vegan,None,Boosts Immunity
Fish (Pomfret) (113g),Seafood,52.5,16.4,2.5,38.2,1.1,590.4,4.9,163.1,0.43,6.3,66.8,3.0,180.1,64.6,Vegetarian,None,Improves Digestion
Milk (Cow) (120g),Dairy,182.3,0.9,14.9,27.1,3.5,130.7,64.3,179.6,0.34,4.1,260.3,3.4,240.5,55.0,Diabetic-Friendly,None,Heart Healthy
Watermelon (110g),Fruit,555.2,23.1,29.5,34.4,11.2,54.4,70.0,9.1,2.25,6.8,86.2,4.9,83.4,70.8,Vegan,Dairy,Improves Digestion
Mutton (90g),Meat,137.5,22.9,12.1,28.6,11.1,371.9,18.4,398.4,2.18,6.8,32.8,0.9,155.0,36.7,Low-Fat,Dairy,Energy Boost
Egg (88g),Protein,291.3,13.9,29.3,23.2,2.4,358.5,80.2,218.1,0.74,6.0,220.5,0.9,233.6,11.9,Low-Fat,Gluten,Energy Boost
Chickpeas (86g),Legume,270.1,7.5,1.7,27.7,8.2,665.8,35.9,213.7,2.23,9.1,224.9,2.5,207.8,137.7,Vegan,None,Supports Bone Health
Watermelon (85g),Fruit,529.3,22.4,17.7,49.8,1.4,155.5,46.7,389.5,0.41,5.5,223.0,2.5,293.8,92.9,Vegetarian,Nuts,Supports Bone Health
Soybeans (95g),Legume,528.5,21.3,5.4,41.2,4.0,24.3,20.6,300.1,2.3,0.3,237.8,3.0,289.1,67.2,Vegan,Nuts,Heart Healthy
Brown Rice (105g),Grain,519.3,12.7,27.0,31.6,9.7,688.2,1.4,305.8,0.9,1.5,201.1,0.9,93.4,55.6,Vegetarian,None,Heart Healthy
Fish (Rohu) (80g),Seafood,470.8,13.7,13.5,7.2,3.3,456.0,65.9,209.1,1.85,1.8,294.7,0.8,229.3,145.5,Diabetic-Friendly,None,Energy Boost
Papaya (114g),Fruit,468.1,7.1,13.0,36.9,3.6,437.8,1.5,63.3,2.14,0.5,106.0,0.3,244.0,110.8,Diabetic-Friendly,Nuts,Energy Boost
Curd (112g),Dairy,582.1,16.4,9.0,36.7,10.2,488.2,49.8,26.4,0.2,3.5,191.6,2.6,385.2,113.9,Vegan,Nuts,Boosts Immunity
Mutton (91g),Meat,156.5,13.8,13.5,29.2,6.6,777.7,16.8,373.6,1.08,3.9,32.6,3.1,289.2,101.2,Low-Fat,Nuts,Energy Boost
Soybeans (111g),Legume,243.0,4.2,18.7,55.0,6.2,575.1,13.9,333.6,0.77,5.8,153.2,3.8,317.3,82.2,Diabetic-Friendly,None,Heart Healthy
Muskmelon (91g),Fruit,415.8,19.9,11.1,42.0,10.6,531.2,78.1,302.2,0.94,7.3,106.2,2.3,20.1,102.6,Vegetarian,Gluten,Energy Boost
Banana (101g),Fruit,514.4,7.1,5.6,31.9,5.6,315.9,12.6,330.6,1.47,1.9,81.5,4.8,275.0,112.2,High-Protein,Nuts,Supports Bone Health
Apple (114g),Fruit,577.1,23.1,28.0,21.1,2.1,64.6,61.2,131.2,1.28,3.4,296.9,2.5,366.0,54.8,Vegetarian,Soy,Supports Bone Health
Bottle Gourd (117g),Vegetable,148.6,17.5,10.4,36.9,8.3,82.7,77.4,375.8,0.25,7.1,117.1,0.2,260.1,80.2,Low-Fat,Soy,Improves Digestion
Lentils (Toor Dal) (119g),Legume,205.9,12.5,20.4,49.7,2.8,156.1,56.5,48.0,1.62,5.2,177.3,4.6,49.7,74.8,Low-Fat,Dairy,Boosts Immunity
Apple (113g),Fruit,503.2,8.7,7.2,47.8,1.2,292.0,35.5,35.3,0.7,1.2,250.0,1.1,90.6,30.2,Diabetic-Friendly,Dairy,Heart Healthy
Sweet Potato (113g),Root,76.5,20.1,13.5,19.7,0.4,497.0,85.7,59.9,2.07,8.0,92.2,3.9,39.4,117.6,Vegetarian,Nuts,Heart Healthy
Pineapple (113g),Fruit,569.8,3.5,17.8,28.9,0.9,586.3,11.8,191.2,0.65,1.4,255.0,2.7,343.3,55.5,Vegetarian,Dairy,Improves Digestion
Tofu (107g),Soy Product,261.3,23.9,25.9,35.4,5.1,603.7,48.5,111.8,2.07,1.5,214.8,2.6,393.3,134.5,High-Protein,Soy,Improves Digestion
Papaya (107g),Fruit,579.4,20.0,9.6,43.0,7.4,143.0,11.6,383.2,2.19,9.7,245.6,2.2,136.3,24.7,Vegan,None,Boosts Immunity
Cauliflower (99g),Vegetable,236.1,6.1,19.5,14.7,11.5,105.8,79.0,353.2,1.98,8.0,261.9,0.4,7.2,54.3,Vegan,Soy,Supports Bone Health
Watermelon (120g),Fruit,266.9,18.6,20.5,17.8,3.6,416.3,55.5,154.3,1.49,7.2,51.8,4.8,277.7,140.8,Low-Fat,Nuts,Heart Healthy
Cashews (106g),Nut,106.8,0.7,11.1,31.4,8.9,135.0,33.2,83.7,2.3,5.3,243.6,0.9,219.6,123.4,Vegetarian,Dairy,Boosts Immunity
Carrot (92g),Vegetable,371.8,22.0,19.4,38.0,7.6,48.1,66.4,354.2,1.25,4.2,152.0,1.1,223.3,55.0,Diabetic-Friendly,Dairy,Heart Healthy
Bottle Gourd (113g),Vegetable,429.6,16.8,5.4,11.7,4.3,371.9,23.4,389.3,1.35,2.7,49.3,0.9,230.6,9.7,Vegetarian,Soy,Boosts Immunity
Green Peas (109g),Legume,241.8,16.6,7.3,7.0,0.8,695.4,64.6,384.1,1.55,1.8,142.6,1.2,179.9,109.0,Vegetarian,Soy,Energy Boost
Banana (81g),Fruit,209.0,4.7,17.3,34.4,7.5,593.1,79.3,382.1,1.76,8.0,200.6,3.0,257.9,39.3,Diabetic-Friendly,Dairy,Supports Bone Health
Mango (100g),Fruit,398.9,17.7,7.4,35.1,10.8,163.3,50.0,123.2,1.0,4.9,196.9,3.7,353.6,36.7,Low-Fat,Gluten,Supports Bone Health
Lentils (Toor Dal) (116g),Legume,212.9,21.7,17.4,57.2,6.1,572.7,10.5,357.3,1.45,8.5,178.9,0.1,230.6,68.8,Vegetarian,None,Improves Digestion
Paneer (118g),Dairy,291.7,13.4,15.0,7.6,6.0,716.4,29.4,231.8,1.34,9.2,80.5,0.8,325.9,114.1,Vegan,Dairy,Improves Digestion
Bottle Gourd (83g),Vegetable,337.8,4.7,26.5,16.7,6.7,485.7,84.6,353.9,1.24,5.1,175.0,1.8,88.2,112.3,High-Protein,Soy,Improves Digestion
Banana (95g),Fruit,389.7,10.2,1.9,50.4,9.1,798.0,69.2,80.8,0.67,3.1,277.5,3.3,326.8,129.0,Diabetic-Friendly,Gluten,Boosts Immunity
Cucumber (84g),Vegetable,221.2,21.9,28.6,52.4,6.9,742.9,8.4,311.6,1.54,1.8,278.8,4.7,301.0,101.3,Vegan,Gluten,Supports Bone Health
Sweet Potato (97g),Root,399.2,18.5,5.9,37.1,2.5,4.9,37.4,188.0,0.51,6.0,36.9,4.8,62.3,12.0,Vegetarian,Dairy,Boosts Immunity
Orange (90g),Fruit,88.5,17.3,21.0,28.2,5.7,528.5,4.8,242.3,1.79,1.0,42.7,2.1,56.2,31.2,Vegan,Soy,Boosts Immunity
Beetroot (88g),Vegetable,439.3,16.7,27.8,45.8,11.2,159.2,56.1,291.9,0.09,5.8,135.1,1.8,216.8,100.7,Low-Fat,Gluten,Energy Boost
Cabbage (89g),Vegetable,463.3,7.4,3.1,17.8,9.5,546.8,56.3,56.2,0.81,0.2,202.8,4.9,64.3,46.6,Vegetarian,None,Energy Boost
Apple (103g),Fruit,596.8,9.1,11.5,47.7,9.8,589.1,0.1,372.3,1.72,5.7,110.1,3.9,235.5,124.4,Vegan,Dairy,Heart Healthy
Tomato (89g),Vegetable,179.8,10.9,10.8,20.3,4.5,246.2,83.2,84.8,0.06,9.4,267.5,3.9,15.1,148.6,Vegan,Nuts,Boosts Immunity
Fish (Rohu) (119g),Seafood,113.9,6.2,14.9,4.6,7.3,50.2,64.7,385.6,1.03,8.6,16.5,1.2,55.0,45.8,Vegan,Gluten,Improves Digestion
Curd (90g),Dairy,500.1,17.3,19.3,14.1,8.6,229.1,22.5,49.9,1.48,9.1,127.6,2.5,366.1,97.8,High-Protein,Nuts,Improves Digestion
Pineapple (84g),Fruit,235.1,15.0,23.4,21.5,3.6,675.0,85.1,100.5,2.02,1.5,244.9,2.4,6.1,11.4,Vegan,None,Energy Boost
Tomato (82g),Vegetable,140.2,20.2,22.1,25.3,2.9,360.0,24.9,377.3,1.17,4.3,22.4,0.2,43.5,110.4,High-Protein,Nuts,Boosts Immunity
Cauliflower (117g),Vegetable,37.7,18.1,29.2,42.6,5.7,157.2,3.8,181.2,0.59,4.7,76.5,0.5,23.9,131.2,High-Protein,Soy,Improves Digestion
Potato (99g),Root,135.7,10.3,3.5,12.6,0.4,348.6,31.4,343.8,1.62,4.5,214.0,3.0,201.0,34.7,Diabetic-Friendly,None,Improves Digestion
Apple (92g),Fruit,372.0,4.3,24.3,56.4,11.1,670.8,80.1,174.7,0.36,3.6,28.6,1.3,59.6,128.8,Vegan,None,Boosts Immunity
Almonds (105g),Nut,260.6,3.0,29.0,38.0,0.5,55.2,10.5,178.8,1.17,4.7,275.0,0.3,300.9,43.1,Vegetarian,Soy,Energy Boost
White Rice (116g),Grain,459.2,21.5,19.0,16.9,0.2,200.2,89.8,26.3,1.88,0.5,187.1,2.6,324.1,48.2,Diabetic-Friendly,Nuts,Heart Healthy
Guava (113g),Fruit,594.0,16.2,19.5,12.7,7.2,548.4,73.2,152.9,1.34,3.0,129.2,2.0,44.3,36.4,High-Protein,None,Heart Healthy
Sweet Potato (116g),Root,174.4,6.2,5.3,20.0,2.4,589.8,87.0,267.9,1.43,5.9,274.5,5.0,181.2,7.1,High-Protein,Dairy,Heart Healthy
Carrot (81g),Vegetable,144.3,1.7,13.9,54.3,10.2,85.4,37.0,336.4,1.59,6.6,192.9,3.3,107.5,128.2,Diabetic-Friendly,None,Supports Bone Health
Fish (Rohu) (119g),Seafood,351.5,15.1,26.6,47.0,5.5,118.1,10.1,390.4,2.31,7.3,165.9,3.2,386.0,139.5,Diabetic-Friendly,None,Boosts Immunity
Soybeans (105g),Legume,538.6,8.0,4.2,45.7,5.5,704.3,32.0,205.3,2.23,5.8,137.7,2.6,177.9,6.7,Vegetarian,None,Boosts Immunity
Curd (114g),Dairy,47.2,12.1,14.3,6.5,10.1,673.9,34.2,34.1,1.43,1.0,197.9,0.5,67.3,134.2,Diabetic-Friendly,Gluten,Supports Bone Health
Guava (107g),Fruit,344.6,12.9,14.0,45.4,7.0,799.2,83.7,190.9,1.52,2.7,180.8,1.2,51.6,136.2,Vegan,Soy,Heart Healthy
Tomato (102g),Vegetable,267.7,12.6,16.6,15.6,6.0,539.7,72.8,221.3,0.54,7.3,112.7,3.9,186.8,120.7,Low-Fat,Dairy,Improves Digestion
Watermelon (82g),Fruit,533.2,23.2,21.1,17.7,7.4,307.6,22.4,105.9,1.47,0.4,141.4,1.6,30.6,6.7,Diabetic-Friendly,Gluten,Boosts Immunity
Fish (Pomfret) (89g),Seafood,112.7,23.4,17.4,15.3,7.6,220.9,49.2,0.1,2.32,9.6,235.8,1.4,163.1,106.0,Vegetarian,Soy,Boosts Immunity
Brinjal (88g),Vegetable,591.3,10.2,4.6,59.3,6.4,482.0,6.1,8.8,2.0,1.0,31.4,5.0,49.6,134.9,Vegetarian,Gluten,Energy Boost
Watermelon (90g),Fruit,599.2,21.9,21.5,7.4,2.7,576.1,80.5,136.7,2.35,0.5,83.8,2.8,42.3,53.2,Vegan,Dairy,Improves Digestion
Almonds (99g),Nut,307.4,6.9,18.5,26.3,7.9,698.6,62.7,109.4,1.89,4.2,255.1,2.4,297.4,135.0,Vegan,Soy,Supports Bone Health
Curd (118g),Dairy,332.2,18.9,19.0,33.3,11.5,583.9,78.0,184.7,1.32,1.1,33.1,1.4,209.2,149.3,Vegetarian,Gluten,Energy Boost
Banana (105g),Fruit,383.4,23.7,16.4,37.4,6.6,644.0,22.4,390.1,0.95,6.2,137.7,4.7,155.6,50.3,Vegan,Gluten,Improves Digestion
Papaya (96g),Fruit,587.8,20.2,1.6,8.3,1.8,479.7,16.3,337.9,1.87,9.9,81.5,4.7,356.2,11.5,Vegan,None,Heart Healthy
Chapati (Whole Wheat) (107g),Grain,416.0,2.0,25.0,32.7,9.3,646.2,18.6,125.8,0.99,7.1,46.5,2.6,107.7,59.0,Vegan,Nuts,Heart Healthy
Spinach (83g),Vegetable,34.4,16.6,17.2,48.6,3.7,777.0,22.5,18.8,2.21,10.0,207.9,1.4,361.7,129.9,Diabetic-Friendly,Nuts,Heart Healthy
Potato (106g),Root,49.0,19.8,7.9,1.8,9.5,249.3,38.1,145.7,1.82,3.5,268.8,2.9,314.1,49.7,High-Protein,Dairy,Supports Bone Health
Green Peas (118g),Legume,36.8,3.7,25.7,22.8,9.6,700.8,70.5,341.7,0.44,4.2,213.2,0.4,161.6,53.4,Diabetic-Friendly,Gluten,Supports Bone Health
Brown Rice (80g),Grain,423.0,17.0,4.9,12.0,2.3,236.0,86.7,319.3,1.03,8.8,211.2,2.4,163.5,115.8,Diabetic-Friendly,None,Heart Healthy
Lentils (Toor Dal) (86g),Legume,65.9,7.4,29.5,6.4,10.9,681.6,73.4,100.5,1.91,6.4,298.1,0.1,362.3,82.8,Vegan,Nuts,Energy Boost
Rajma (Kidney Beans) (105g),Legume,299.1,12.6,16.8,12.6,1.1,462.7,79.4,143.3,2.23,9.0,280.0,1.4,58.3,109.2,High-Protein,Dairy,Heart Healthy
White Rice (89g),Grain,443.7,23.0,1.7,32.2,2.9,608.0,43.1,91.2,0.83,5.9,121.9,3.8,24.0,85.3,Vegetarian,Gluten,Improves Digestion
Green Peas (91g),Legume,199.7,3.5,16.8,45.3,6.1,703.0,32.6,301.0,2.28,0.6,206.0,2.2,125.7,58.3,Low-Fat,Gluten,Supports Bone Health
Apple (84g),Fruit,84.6,23.6,4.7,43.1,5.5,616.0,55.3,294.6,2.35,6.9,190.0,4.1,38.5,68.6,Low-Fat,Dairy,Supports Bone Health
